,comment,id,rating,Вопрос решен,Лишнее,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки
928,"да, спасибо! дверь починили.",4231026,5,1,0,0,0,0,0
929,спасибо. счетчик заработал,4230799,5,1,0,0,0,0,0
930,"отличная работа! быстро, качественно, аккуратно. спасибо большое)",4230769,5,1,0,1,0,1,0
931,"спасибо, быстро и оперативно!!!",4230767,5,1,0,1,0,1,0
932,счёт на 500 р все ещё в личном кабинете,4230424,5,0,1,0,0,0,0
933,спасибо за оперативность! все настроено,4230360,5,1,0,0,0,1,0
934,вчера мне сказали несколько диспетчеров что заявки не было о протечке с моего жк,4230075,5,0,1,0,0,0,0
935,всё оперативно исправили. молодцы.,4229868,5,1,0,0,0,1,0
936,"прильи быстро, спасибо",4229707,5,0,0,0,0,1,0
937,спасибо большое ! оперативно помогли решить вопрос .,4229497,5,1,0,0,0,1,0
938,оперативно решили вопрос.,4229412,5,1,0,0,0,1,0
939,ок. спасибо,4229330,5,1,0,0,0,0,0
940,хороший мужчина консультировал,4229242,5,0,0,0,1,0,0
941,очень удобно,4229169,5,0,0,0,0,0,1
942,спасибо большое 😊. с уважением евгений!),4229078,5,1,0,0,1,0,0
943,сантехники приехали оперативно и устранили протечку в смесителе.  спасибо!,4228897,5,1,0,1,1,1,0
944,спасибо вам,4228815,5,1,0,0,0,0,0
945,"специалист отличный, вежливый и быстро сделал, я очень довольна.",4228768,5,1,0,0,1,1,0
946,"оперативно, спасибо!",4228673,5,0,0,0,0,1,0
947,все работает как надо! спасибо!,4228524,5,1,0,0,0,0,0
948,"быстро решили проблему , электрики пришли почти сразу после заявки , спасибо, большое",4228491,5,1,0,0,0,1,0
949,здравствуйте! спасибо огромное специалистам за быстрый ответ и решение нашей проблемы!,4228481,5,1,0,1,0,0,0
950,"спасибо мастеру, все быстро сделал",4228457,5,1,0,0,1,0,0
951,оперативно и быстро! супер всегда бы так,4228411,5,1,0,0,0,1,0
952,молодцы спасибо,4228315,5,1,0,0,0,0,0
953,устное разрешение на установку кодового замка получено.после установки сообщим код в управляющую компанию.спасибо,4228313,5,0,1,0,0,0,0
954,детализация предоставлена с 06.2024 была закащана с 01.2024. просьба выдать на все месяцы 2024 года,4228280,5,0,1,0,0,0,0
955,спасибо за оперативность),4228161,5,0,0,0,0,1,0
956,слишком часто ломаются лифты!,4227944,5,0,1,0,0,0,0
957,все замечательно,4227915,5,1,0,0,0,0,0
958,спасибо большое за помощь в решении вопроса.,4227850,5,1,0,0,0,0,0
959,"на этот раз быстро отключили, спасибо!",4227759,5,1,0,0,0,1,0
960,спасибо за оперативный ответ,4227749,5,0,0,0,0,1,1
961,"оценка за оперативность — отлично, за уборку — хорошо. спасибо!",4227554,5,1,0,1,0,1,0
962,👍👍👍👍👍👍👍👍👍👍👍👍,4227515,5,1,0,0,0,0,0
963,благодарю за оперативность.,4227511,5,0,0,0,0,1,0
964,"приходила в ук мне сказали за деньги купить себе новый ключ, на каком основании? выдали не рабочие и теперь платя 2500 за домофон я ещё и ключи должна покупать, соседям дали бесплатно",4227480,5,0,1,0,0,0,0
965,спасибо большое!!!!,4227323,5,1,0,0,0,0,0
966,оперативно!спасибо!,4227268,5,1,0,0,0,1,0
967,огромное спасибо! вопрос был решен быстро! специалист профессионал в своем деле!,4227035,5,1,0,0,1,1,0
968,починили,4226978,5,1,0,0,0,0,0
969,"спасибо, что быстро отреагировали. проблема решена.",4226802,5,1,0,0,0,1,0
970,"спасибо большое
оперативно",4226768,5,1,0,0,0,1,0
971,"приятно удивлена. вопрос решился менее чем за сутки! спасибо, так красиво теперь и ничего не отравляет воздух и не портит вид!!",4226734,5,1,0,0,0,1,0
972,все прекрасно спасибо,4226718,5,1,0,0,0,0,0
973,"спасибо, всё быстро устранено",4226706,5,1,0,0,0,1,0
974,"здорово что подсказали, не за что бы сам не догадался.",4226692,5,1,0,0,0,0,0
975,спасибо куприянову и.и.!!!,4226652,5,1,0,0,1,0,0
976,большое спасибо!!,4226642,5,1,0,0,0,0,0
977,спасибо большое что есть специалисты в ук которым небезразлично!! спасибо куприянову и.и.,4226636,5,1,0,0,1,0,0
978,👍👍👍,4226500,5,1,0,0,0,0,0
979,сами устранили,4226465,5,0,1,0,0,0,0
980,быстро исправили причину шума щитка. спасибо за оперативность,4226443,5,1,0,0,0,1,0
981,"спасибо большое за разъяснения,теперь все ясно и понятно.",4226268,5,1,0,0,0,0,1
982,оперативно отреагировали быстро сделали спасибо,4226175,5,1,0,0,0,1,0
983,"спасибо,скажите пожалуйста,на андроид откуда можно скачать данное приложение? не получается,пишет,что не поддерживается",4226089,5,0,1,0,0,0,0
984,спасибо за скорость работы 👍,4225989,5,0,0,0,0,1,0
985,"стулья привезли, а зеркало нет.",4225811,5,0,1,0,0,0,0
986,сантехник пришёл всё сделал,4225753,5,1,0,0,0,0,0
987,спасибо! александр все оперативно выполнил. очень внимательно и уважительно исполнил заказ.,4225724,5,1,0,1,1,0,0
988,спасибо ❤️,4225658,5,1,0,0,0,0,0
989,"спасибо, жду перерасчет .",4225635,5,1,0,0,0,0,0
990,"очень оперативно решили вопрос, спасибо!",4225626,5,1,0,0,0,1,0
991,оперативно ),4225624,5,0,0,0,0,1,0
992,красавчеги!,4225575,5,1,0,0,0,0,0
993,спасибо! все устранено!,4225435,5,1,0,0,0,0,0
994,"отлично, спасибо!",4225323,5,1,0,0,0,0,0
995,пришли очень оперативно !,4225170,5,0,0,0,0,1,0
996,мы сами устранили,4225103,5,0,1,0,0,0,0
997,отличный аккуратный специалист.,4225040,5,0,0,0,1,0,0
998,"всё было сделано быстро и качественно, огромное спасибо мастеру",4225032,5,1,0,1,1,1,0
999,супер мастер,4224936,5,0,0,0,1,0,0
1000,мерси!,4224874,5,1,0,0,0,0,0
1001,оперативно! спасибо!,4224777,5,1,0,0,0,1,0
1002,спасибо большое за решение вопроса.,4224703,5,1,0,0,0,0,0
1003,"спасибо, всё исправили",4224664,5,1,0,0,0,0,0
1004,спасибо! все поняла,4224554,5,1,0,0,0,0,0
1005,"жаль не с первого раза, звонков 8",4224482,5,0,1,0,0,0,0
1006,"просьба очищать своевременн, не дожидаясь заявок",4224118,5,0,1,0,0,0,0
1007,"мастер отключил колонку оповещения от сети, пищать перестала , но и оповещать не будет",4224033,5,0,1,0,0,0,0
1008,нашли причину,4224005,5,1,0,0,0,0,0
1009,"оперативно, удобно!",4223977,5,0,0,1,0,1,0
1010,все отлично! выявили проблему.,4223959,5,1,0,0,0,0,0
1011,"спасибо большое!!! всё очень оперативно! приятно, когда нас слышат и понимают. всего доброго!",4223869,5,1,0,0,0,0,0
1012,всю ночь стоят палеты и стеллажи у подъезда,4223859,5,0,1,0,0,0,0
1013,ответа на вопрос нет,4223800,5,0,1,0,0,0,0
1014,благодарю вас,4223719,5,1,0,0,0,0,0
1015,"сантехник пришел в день об обращения, вопрос решен на месте, спасибо за оперативность.",4223661,5,1,0,0,0,1,0
1016,быстро! спасибо!,4223587,5,1,0,0,0,1,0
1017,"оперативно заменили и опломбировали, спасибо!",4223388,5,1,0,0,0,1,0
1018,классно,4223285,5,1,0,0,0,0,0
1019,ремонтные работы по данной заявке выполнены в полном объеме и в кратчайшие сроки.,4223272,5,1,0,1,0,0,0
1020,всё сделали хорошо и быстро.,4223241,5,1,0,0,0,1,0
1021,мне нужно присутствовать при съеме контрольных показаний? счетчики все в коридоре. возможно вызов в выход дни?,4223153,5,0,1,0,0,0,0
1022,быстро и оперативно помогли решить вопрос!,4223142,5,0,0,1,0,1,0
1023,"спасибо, быстро освободили",4223029,5,1,0,0,0,1,0
1024,"электрик смог настроить свет в коридоре удаленно. с помощью отключения электричества в квартире. правда, после этого снова отвалился интернет и снова в пятницу придет монтажник настраивать роутер. а после прошлого посещения монтажника свет в коридоре и закончился...",4222957,5,0,1,0,0,0,0
1025,спасибо !,4222905,5,1,0,0,0,0,0
1026,"тяп-ляп, ну ладно, тут везде так",4222777,5,0,1,0,0,0,0
1027,"спасибо, вижу счетчики в приложении",4222690,5,1,0,0,0,0,0
1028,"сергей настоящий профи! все четко и по делу, очень рада, что именно ему досталась наша заявка, спасибо!",4222643,5,1,0,0,1,0,0
1029,"очень вежливый, контактный мастер. только положительные впечатления от подхода к работе и ее выполнению.",4222607,5,1,0,0,1,0,0
1030,а кто заявку подавал? я не подвала. или это автоматически,4222565,5,0,1,0,0,0,0
1031,профессионал. все решили.,4222446,5,1,0,1,1,0,0
1032,спасибо мастеру за работу,4222362,5,1,0,0,0,0,0
1033,сантехник андрей качественно выполнил свою работу.,4222340,5,1,0,0,1,0,1
1034,быстрое решение. спасибо руслану,4222299,5,1,0,0,1,0,0
1035,"всё отлично, решили всё)",4222276,5,1,0,0,0,0,0
1036,не вписан ещё один человек,4222274,5,0,1,0,0,0,0
1037,"спасибо, за быстрое решение",4222082,5,1,0,0,0,1,0
1038,спасибо большое за помощь,4222023,5,1,0,0,0,0,0
1039,спасибо большое 🙂👍👍👍,4221960,5,1,0,0,0,0,0
1040,очень часто ломается.,4221927,5,0,1,0,0,0,0
1041,"спасибо, очень быстро решили вопрос по заявке!",4221917,5,1,0,0,0,1,0
1042,"где можно посмотреть прайс на услуги ваших электриков? что за инкогнито цены, которые мне потом озвучивают?",4221772,5,0,1,0,0,0,0
1043,"надо что то делать, родители говорят что больше не придут в гости, потому что лифт постоянно не работает!",4221569,5,0,1,0,0,0,0
1044,"ну надо что то делать... как быть дальше, если постоянно лифт выходит из строя!",4221567,5,0,1,0,0,0,0
1045,"давайте уде чинить грузовой лифт, его про отключили и не чинят, очередь га лифт. и пассажирский лифт ломается раз в два дня..... делайте уже что нибудь,  .  ...... ......",4221565,5,0,1,0,0,0,0
1046,супер спасибо,4221478,5,1,0,0,0,0,0
1047,быстро отреагировали!,4221447,5,1,0,0,0,0,0
1048,"сняла одну звезду за молчаливое закрытие заявки. 
а так, действительно, пришла домой, свет уже был.",4221334,5,1,0,0,0,0,0
1049,не отображаются счета на оплату,4221099,5,0,1,0,0,0,0
1050,"большое спасибо, все починили очень оперативно!",4221077,5,1,0,0,0,1,0
1051,все отлично спасибо,4220907,5,1,0,0,0,0,0
1052,очень оперативно.,4220888,5,0,0,0,0,1,0
1053,"благодарю ростислава, быстро и качественно заменил резинку манжету в стиральной машине.",4220856,5,1,0,0,1,0,0
1054,"прекрасный мастер. все оперативно решил, благодарю !",4220642,5,1,0,1,0,1,0
1055,спасибо за быстрое реагирование,4220586,5,0,0,0,0,1,0
1056,"здравствуйте, когда будет видна оплата? платили по реквизитам",4220445,5,0,1,0,0,0,0
1057,спасибо за оперативность за быструю обратную связь,4220372,5,0,0,0,0,1,0
1058,сегодня после обеда буду по данному адрпесу прошу электрика связаться со мной,4220321,5,0,1,0,0,0,0
1059,"быстро, оперативно, сотрудник прибыл как по таймеру. спасибо!",4220220,5,0,0,0,0,1,0
1060,"долго ехали, сигнализация орала несколько часов. невозможно нормально работать и жить, когда под ухом без перерыва несколько часов голосит сигнализация",4220012,5,0,1,0,0,0,0
1061,благодарю! вопрос был оперативно решен,4219996,5,1,0,0,0,1,0
1062,оперативно и качественно!,4219798,5,0,0,1,0,1,0
1063,"все четко сделал,",4219789,5,1,0,0,0,0,0
1064,"доводчик заменили в тот же день, спасибо.",4219754,5,1,0,0,0,1,0
1065,счет оплачен ! квитанция выслана  вам в чате,4219646,5,0,1,0,0,0,0
1066,оперативно все исправили.,4219625,5,1,0,0,0,0,0
1067,"спасибо мастеру, починил всё быстро и профессионально,  поставил новый доводчик. дверь теперь закрывается, теплопотерь нет.",4219518,5,1,0,0,1,0,1
1068,спасибо за оперативный ответ!,4219512,5,1,0,1,0,0,0
1069,"спасибо большое что услышали, убрали возле 38/1 мусор.теперь хоть рядом с банками бросать не будут люди мусор!",4219489,5,1,0,0,0,0,0
1070,"за оперативность, спасибо большое",4219427,5,1,0,0,0,1,0
1071,"огромное спасибо, специалистам!",4219422,5,1,0,0,1,0,0
1072,электрик все отлично объяснил и помог устранить проблему. очень профессионально. молодец.,4219378,5,1,0,1,1,0,0
1073,"хоть фото не этого места, но подтверждаю что работа выполнена и главное выполнена оперативно.",4219364,5,1,0,0,0,0,0
1074,"было бы удобнее, если сразу дали ссылку или название раздела, где эту заявку оформить. потому что в приложении очень неудобно искать, где подать эту заявку. чёрт ногу сломит",4219359,5,0,1,0,0,0,0
1075,всё отлично,4219330,5,1,0,0,0,0,0
1076,спасибо! оперативно получены по электронной почте.,4219271,5,0,0,0,0,1,0
1077,благодарю за быстрый ответ,4219270,5,0,0,1,0,1,0
1078,большое спасибо за оперативную работу!!!,4219268,5,0,0,0,0,1,0
1079,моя ошибка,4219232,5,0,1,0,0,0,0
1080,"оперативно, большое спасибо",4219218,5,0,0,0,0,1,0
1081,"зеркало не было подключено к проводке пои замене в прошлом году, что теперь делать не известно? заведу новую заявку на замену зеркала",4219139,5,0,1,0,0,0,0
1082,"очень оперативно, спасибо большое!",4219067,5,1,0,1,0,1,0
1083,"прошу  перенести урну от подъезда, чтобы у людей не было собоазна поставить туда свой бытовой мусор",4218988,5,0,1,0,0,0,0
1084,электрик справился с проблемой за 5минут молодец,4218908,5,1,0,0,1,1,0
1085,очень оперативно решили проблему и восстановили освещение в холле.,4218859,5,1,0,1,0,1,0
1086,большое спасибо быстро исправили,4218817,5,1,0,0,0,1,0
1087,лифт работает,4218759,5,1,0,0,0,0,0
1088,большое спасибо очень быстро исправили,4218754,5,1,0,0,0,1,0
1089,ответ получен на один вопрос из двух. второй вопрос просто проигнорирован,4218747,5,0,1,0,0,0,0
1090,"замечательный сантехник , который правда помогает,очень приятный и воспитанный мужчина",4218724,5,1,0,1,1,0,0
1091,"больше спасибо!
всё работает.",4218607,5,1,0,0,0,0,0
1092,"ничего не выполнено!
не пишите х......!!!!!!!
подобный бардак как в ук пригорода вижу впервые!",4218476,5,0,1,0,0,0,0
1093,спасибо большое электрику 🙏,4218453,5,1,0,0,1,0,0
1094,сделанно не аккуратно.торчат резинки .,4218409,5,0,1,0,0,0,0
1095,подача тепла возобновилась в короткие сроки,4218310,5,1,0,0,0,1,0
1096,благодарю за оперативность проведённой работы!,4218282,5,0,0,0,0,1,0
1097,прогресс,4218253,5,1,0,0,0,0,0
1098,хорошо,4218217,5,1,0,0,0,0,0
1099,оперативно проведена консультация и проблема была устранена. огромное спасибо.,4218135,5,1,0,0,0,1,0
1100,спасибо большое. оперативно устранили течь по стояку в ванной.,4218027,5,1,0,0,0,1,0
1101,"сумма, которую я должна заплатить за коммунальные услуги сохранилась (34 384,14 рублей). когда данная сумма уменьшится на перенесенную (7 413,53 рублей)и",4218008,5,0,1,0,0,0,0
1102,какой акт выполненных работ мы должны предоставить?ремонт делали сами....,4218004,5,0,1,0,0,0,0
1103,спасибо вам огромное!!!!,4217998,5,1,0,0,0,0,0
1104,"я звонила и сообщила, что мне нужен перерасчет, так как в декабре прошло 3 оплаты на сумму больше 30000,  3 оплаты",4217911,5,0,1,0,0,0,0
1105,спасибо за оперативность ❤️,4217792,5,1,0,0,0,0,0
1106,"спасибо, за быструю реакцию и решение проблемы",4217635,5,1,0,1,0,1,0
1107,"быстро отреагировали, спасибо",4217631,5,1,0,0,0,1,0
1108,а можно фото акта скинуть ?,4217568,5,0,1,0,0,0,0
1109,"спасибо валерию. все сделал хорошо. 
маленький минус, что долго шли. 
была бы течь более сильной, то за 2,5 часа ... 
но я думаю, что это проблема обработки заявки. ему не сразу передали! примите во внимание. плохо, что нет прямого аварийного телефона непосредственно в живи в рыбацком. звонишь через десятые руки...",4217525,5,0,1,0,0,0,0
1110,отлично! так бы по всем сервисам исполнялось бы. чётко и быстро.,4217490,5,1,0,1,0,1,0
1111,"очень отзывчивый, профи своего дела!!",4217486,5,0,0,0,1,0,0
1112,"очень удобный сервис, но пока ещё выясняем",4217417,5,0,0,1,0,0,1
1113,"за ноябрь оплата была, куда могу выслать подтверждающие документы ?",4217383,5,0,1,0,0,0,0
1114,"спасибо, игорь!",4217322,5,1,0,0,1,0,0
1115,"спасибо большое, все сделали отлично!",4217286,5,1,0,0,0,0,0
1116,супер быстро,4217169,5,0,0,0,0,1,0
1117,"всё убрали, спасибо",4217145,5,1,0,0,0,0,0
1118,"качественно,быстро",4217093,5,0,0,1,0,1,0
1119,установили быстро и хорошо). спасибо.,4216980,5,1,0,1,0,1,0
1120,"все отлично, спасибо",4216923,5,1,0,0,0,0,0
1121,спасибо что так быстро починили дверь,4216813,5,1,0,0,0,1,0
1122,очень понравилась работа игоря.,4216758,5,1,0,1,1,0,0
1123,отлично!!!! быстро отреагировали. всё работает!!!!!!,4216642,5,1,0,0,0,1,0
1124,"сделано, спасибо",4216360,5,1,0,0,0,0,0
1125,"заявка не выполнена, грязи на дороге еще больше",4216283,5,0,1,0,0,0,0
1126,электрик молодец!,4216224,5,0,0,0,1,0,0
1127,спасибо технику дмитрию за помощь!,4216172,5,0,0,1,1,0,0
1128,"выражаю огромную благодарность мастеру -электрику за проделанную работу. профессионал своего дела, щепетильно проверил все возможные варианты неполадок, нашел и устранил причину замыкания. еще раз большое спасибо!",4216104,5,1,0,1,1,0,0
1129,молодцы!👏,4216101,5,1,0,0,0,0,0
1130,"отрегулировали оперативно, вопрос решён. но очень дорого, когда регулировка равна половине стоимости регулятора давления воды.",4216092,5,0,1,0,0,0,0
1131,спасибо за оперативность. сотрудник устранил проблему.,4215839,5,1,0,0,0,0,1
1132,"спасибо. значит с гулом в трубах, можно бороться. действительно стало тихо. если проблема возникнет опять будет много заявок.",4215769,5,1,0,0,0,0,0
1133,потрясающий сантехник! спасибо ☺️,4215754,5,1,0,0,1,0,0
1134,"отлично, спасибо.",4215748,5,1,0,0,0,0,0
1135,"все отлично, спасибо!",4215736,5,1,0,0,0,0,0
1136,спасибо оперативно починили 👍,4215731,5,1,0,0,0,1,0
1137,"спасибо, все работало до вчерашнего дня",4215665,5,0,1,0,0,0,0
1138,"спасибо, вы прекрасны!",4215603,5,1,0,0,0,0,0
1139,cспасибо!,4215573,5,1,0,0,0,0,0
1140,спасибо инженеру быстро и оперативно работает. хоть кто-то в этой компании ответственный человек.,4215565,5,1,0,0,1,0,0
1141,в личном кабинете так  указан  не верный счетчик с неверными показаниями.,4215449,5,0,1,0,0,0,0
1142,выдайте александру премию!,4215446,5,1,0,0,1,0,1
1143,большое спасибо.. оперативно подкл  электричество !,4215416,5,1,0,0,0,1,0
1144,молодцы. спасибо!,4215394,5,1,0,0,0,0,0
1145,"может ли быть причиной срабатывания пожарной сигнализации курение в квартире? регулярно слышу запах сигарет, который проникает в квартиру по вентиляции",4215184,5,0,1,0,0,0,0
1146,"спасибо, игорь",4215167,5,1,0,0,1,0,0
1147,"супер оперативно, спасибо)",4215126,5,1,0,0,0,1,0
1148,"все отлично, оперативно, спасибо.",4215074,5,1,0,0,0,1,0
1149,откликнулись быстро оперативно,4215062,5,0,0,0,0,1,0
1150,теперь всё в норме!))👍,4215045,5,1,0,0,0,0,0
1151,спасибо за оперативное реагирование,4215012,5,0,0,0,0,1,0
1152,"спасибо,что стараетесь исправить быстро)))но увы…",4214866,5,0,1,0,0,0,0
1153,"устранено, спасибо!",4214790,5,1,0,0,0,0,0
1154,"благодарю, что наконец то устранили проблему.",4214752,5,1,0,0,0,0,0
1155,пришли очень быстро!,4214749,5,0,0,0,0,1,0
1156,спасибо! ответ был предоставлен оперативно 🤝,4214634,5,0,0,0,0,1,1
1157,"работа выполнена быстро, проблема решена",4214606,5,1,0,0,0,1,0
1158,общий корридор на площадке 3 этажа не убран.есть камера видеонаблюдения,4214605,5,0,1,0,0,0,0
1159,спасибо за исправление,4214518,5,1,0,0,0,0,0
1160,"быстро оформили заявку, быстро пришли сантехники",4214480,5,0,0,1,0,1,0
1161,"огромное спасибо , мастеру за профессионализм",4214387,5,1,0,0,1,0,0
1162,быстро выполнили заявку,4214336,5,0,0,0,0,1,0
1163,"очень быстро, очень приятные люди.",4214193,5,1,0,0,1,1,0
1164,все отлично  👍,4214130,5,1,0,0,0,0,0
1165,отреагировали быстро и устранили неисправность,4214096,5,1,0,0,0,1,0
1166,"фасад очистили, а виновника искать не стали",4214081,5,0,1,0,0,0,0
1167,"очень благодарна, компетентному сотруднику и грамотному разъяснению моего вопроса!",4213959,5,1,0,0,1,0,1
1168,все исправили. спасибо,4213825,5,1,0,0,0,0,0
1169,"спасибо, все четко и быстро!!!",4213810,5,1,0,0,0,0,0
1170,отзывчивые девочки!решили проблему быстро!очень довольна!,4213768,5,1,0,0,1,1,0
1171,"огромное спасибо, за молниеносное решение проблемы.",4213725,5,1,0,0,0,0,0
1172,"пломбы сорваны, шкафы на распашку, в прошлый раз шланги украли",4213715,5,0,1,0,0,0,0
1173,"ольга, когда парковку достроят?",4213696,5,0,1,0,0,0,0
1174,девочки просто молодцы!!!))),4213590,5,0,0,0,1,0,0
1175,очень оперативно. спасибо!,4213558,5,0,0,0,0,1,0
1176,"❤️❤️❤️ живу тут не долго но пока что вы лучшая ук, спасибо за быстрое регирование на проблемы, хорошего дня",4213476,5,0,0,0,0,1,0
1177,"ребята молодцы, спасибо огромное , все устранили 🙏",4213472,5,0,0,1,1,0,0
1178,"проблема повторяется очень часто. вопрос не решается, не устраняется причина остановки лифтов практически каждый день. ездить в лифте небезопасно",4213443,5,0,1,0,0,0,0
1179,"выяснили причину , пришел отличный мастер , сделал все за 2 минуты 🫶",4213414,5,0,0,0,1,1,0
1180,много времени прошло с момента обращения,4213295,5,1,0,0,0,0,0
1181,отличный мастер на 10 с плюсом,4213243,5,0,0,0,1,0,0
1182,"супруга с ребенком к соседям зашли,так как света не было. спасибо",4213235,5,0,1,0,0,0,0
1183,все починили,4213156,5,1,0,0,0,0,0
1184,все ясно 👍,4213024,5,1,0,0,0,0,0
1185,все понятно,4213020,5,1,0,0,0,0,0
1186,"пришел очень хороший мужчина , все объяснил как нужно сделать .",4213012,5,0,0,0,1,0,0
1187,"перевели окна на зимний режим. дуть стало немного меньше, но не перестало. составили акт, сказали, что передадут застройщику",4213001,5,0,1,0,0,0,0
1188,да выполнена. благодарю за оперативность 👍,4212816,5,0,0,0,0,1,0
1189,"здравствуйте, была услышана специалистом, проблема решена в теч. 1-ой минуты, срасибо",4212739,5,0,0,0,1,1,0
1190,"очень профессиональный компетентный сотрудник! вежливый и грамотный, помог решить все вопросы по заявке!",4212726,5,0,0,0,1,0,0
1191,"в квартире никто не проживает, счётчик электроэнергии в квартире отключён, сам нахожусь в другом регионе, возможности разобраться с утречком электроэнергии нет! просьба подробнее помочь разобраться в решении проблемы!",4212598,5,0,1,0,0,0,0
1192,со мной никто не связался и никто не снял показания,4212517,5,0,1,0,0,0,0
1193,все быстро исправили,4212421,5,0,0,0,0,1,0
1194,никто не приходил,4212044,5,0,1,0,0,0,0
1195,спасибо большое специалистам.,4212028,5,0,0,0,1,0,0
1196,"отличный мастер, благодарю за выполненную работу!",4212014,5,0,0,0,1,0,0
1197,"очень хороший мастер, знает свое дело",4211865,5,0,0,0,1,0,0
1198,"отличный мастер,приехал быстро👍🤝",4211827,5,1,0,0,1,1,0
1199,"все супер ,спасибо -))))",4211689,5,1,0,0,0,0,1
1200,огромное спасибо,4211682,5,1,0,0,0,0,1
1201,быстро всё починили.спасибо.,4211650,5,1,0,0,0,1,0
1202,"благодарю за оперативное выполнение заявки. я приятно удивлён. с момента подачи заявки, до выхода мастера прошло менее 40 минут точка так держать спасибо",4211602,5,1,0,0,0,1,0
1203,"спасибо, все быстро и качественно",4211521,5,1,0,0,0,1,0
1204,"мастер пришел,установил доводчик,был доброжелателен. спасибо !!!",4211396,5,1,0,0,1,0,0
1205,"спасибо, что устранили течь! было бы ещё приятней, если бы не пришлось ругаться (особенно с сантехником )и ждать сутки пока отключат воду и начнут что-то предпринимать.",4211341,5,1,0,0,0,0,0
1206,оперативное решение вопроса.,4211306,5,1,0,0,0,1,0
1207,"выполнил работу на совесть, надеюсь, проблем дальше не возникнет.",4211280,5,1,0,0,0,0,0
1208,мастер очень быстро пришел и включил электричество 👍🏻,4211152,5,1,0,0,1,0,1
1209,"все отлично, татьяне большое спасибо, оперативно помогла решить проблему",4210961,5,1,0,0,1,1,1
1210,проблема пока не решена. рано оценивать,4210956,5,0,1,0,0,0,0
1211,сергей самый адекватный сантехник нашего жк! спасибо!,4210858,5,1,0,0,1,0,0
1212,спасибо! очень быстро! :),4210800,5,1,0,0,0,1,0
1213,благодарю за оперативность!,4210713,5,1,0,0,0,1,0
1214,жду справку об отсутствии задолженности. показания счётчиков передала,4210458,5,0,1,0,0,0,0
1215,всё замечательно,4210386,5,1,0,0,0,0,1
1216,отлично и быстро,4210358,5,1,0,0,0,1,0
1217,спасибо большое. все супер,4210298,5,1,0,0,0,0,1
1218,"валерия куликова
добрый день, павел артемович
лишние счётчики из приложения убрали. показания по фото внесли.
если данные неверных счётчиков снова отобразятся, просим вас создать новую заявку, направим в службу поддержки.
20:29
опять отображаются лишние счётчики!",4210256,5,0,1,0,0,0,0
1219,спасибо елена!,4210201,5,1,0,0,0,0,0
1220,"огромное спасибо антону за проделанную работу. все четко, аккуратно! выпишите сотруднику премию за ответственное отношение к работе!",4210181,5,1,0,0,1,0,1
1221,спасибо всё поняла.,4210106,5,1,0,0,0,0,0
1222,ок👍,4210071,5,1,0,0,0,0,0
1223,"не понимаю вас. не оплачивать коммунальные? при чем тут собственник? я мама, лплачиваю счета сына и свои. как возможно в этот личный кабинет подключить квартиру 97 садовая 85? это необходимо для оплаты счетов только.  фамилии разные у нас. каким образом получать счета?",4210062,5,0,1,0,0,0,0
1224,умница !!!,4209893,5,1,0,0,1,0,0
1225,спасибо большое ребятам сделали все хорошо посмотрим как будет в дальнейшем вести себя труба а так все отлично,4209886,5,1,0,0,1,0,1
1226,быстро и качественно спасибо большое,4209869,5,1,0,1,1,1,1
1227,"очень хороший сотрудник. помогла установить приложение ключ, объяснили как работает приложение, сделали три ключа. доброжелательное отношение, всё оперативно.",4209867,5,1,0,0,1,1,0
1228,"здравствуйте, забыли о править водоснобжение",4209841,5,0,1,0,0,0,0
1229,спасибо большое.  очень оперативно решили вопрос.,4209833,5,1,0,0,0,1,0
1230,вода течет горячая! спасибо!,4209775,5,1,0,0,0,0,1
1231,благодарю вас!!!! спасибо,4209725,5,1,0,0,0,0,0
1232,"спасибо , все работает. жаль, что медленно отрабатываются платные заявки 😔",4209715,5,1,0,0,0,0,0
1233,отлично.,4209657,5,1,0,0,0,0,0
1234,"мне нужна информация именно на эту сумму,то что задолженность нет знаю",4209601,5,0,1,0,0,0,0
1235,спасибо за оперативность😀,4209532,5,1,0,0,0,1,0
1236,"устранили, но некачественно. сказано было, что сама розетка мешается панелями, но ни о какой замене речи и не шло",4209446,5,1,0,0,0,0,0
1237,добрый день! спасибо! надеюсь конусы не так легко будет сдвинуть как сферы,4209346,5,1,0,0,0,0,0
1238,"только через заявки решается вопрос, батареи стали горячие.",4209170,5,1,0,0,0,0,0
1239,большое спасибо! оперативно решили проблему,4209040,5,1,0,0,0,1,0
1240,"шикарный сантехник. спасибо! через 10 мин после заявки пришел,сразу понял причину ,устранил свою зону ответственности-объяснил ,что мне надо сделать самой.",4209036,5,1,0,0,1,0,0
1241,"сантехники отреагировали быстро, на данный момент все устранили",4208969,5,1,0,0,0,1,1
1242,!!!,4208769,5,0,1,0,0,0,0
1243,"молодцы, быстро",4208759,5,1,0,0,0,1,0
1244,"выражаю огромную благодарность за оперативность, понимание и возможность решить этот вопрос дистанционным путём!",4208733,5,1,0,1,1,1,1
1245,"тамбурную дверь не правильно отрегулировали, дверь хлопает при закрывании.",4208729,5,1,0,0,0,0,0
