,comment,id,rating,Вопрос решен,Лишнее,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки
948,быстро решить проблема электрик прислать сразу заявка спасибо большой,4228491,5,1,0,0,0,1,0
949,здравствуйте спасибо огромный специалист быстрый ответ решение наш проблема,4228481,5,1,0,1,0,0,0
950,спасибо мастер быстро сделать,4228457,5,1,0,0,1,0,0
951,оперативно быстро супер,4228411,5,1,0,0,0,1,0
952,молодец спасибо,4228315,5,1,0,0,0,0,0
953,устный разрешение установка кодовый замок полученопосле установка сообщить код управлять компаниюспасибо,4228313,5,0,1,0,0,0,0
954,детализация предоставить закащана просьба выдать месяц год,4228280,5,0,1,0,0,0,0
955,спасибо оперативность,4228161,5,0,0,0,0,1,0
956,слишком часто ломаться лифт,4227944,5,0,1,0,0,0,0
957,замечательный,4227915,5,1,0,0,0,0,0
958,спасибо большой помощь решение вопрос,4227850,5,1,0,0,0,0,0
959,быстро отключить спасибо,4227759,5,1,0,0,0,1,0
960,спасибо оперативный ответ,4227749,5,0,0,0,0,1,1
961,оценка оперативность отлично уборка спасибо,4227554,5,1,0,1,0,1,0
962,большойпалецвверхбольшойпалецвверхбольшойпалецвверхбольшойпалецвверхбольшойпалецвверхбольшойпалецвверхбольшойпалецвверхбольшойпалецвверхбольшойпалецвверхбольшойпалецвверхбольшойпалецвверхбольшойпалецвверхий,4227515,5,1,0,0,0,0,0
963,благодарить оперативность,4227511,5,0,0,0,0,1,0
964,приходить ук сказать деньга купить новый ключ какой основание выдать рабочий платить домофон ещ ключ должный покупать сосед дать бесплатно,4227480,5,0,1,0,0,0,0
965,спасибо большой,4227323,5,1,0,0,0,0,0
966,оперативноспасибо,4227268,5,1,0,0,0,1,0
967,огромный спасибо вопрос решить быстро специалист профессионал свой дело,4227035,5,1,0,0,1,1,0
968,починить,4226978,5,1,0,0,0,0,0
969,спасибо быстро отреагировать проблема решить,4226802,5,1,0,0,0,1,0
970,спасибо большой оперативно,4226768,5,1,0,0,0,1,0
971,приятно удивить вопрос решиться менее сутки спасибо красиво отравлять воздух портить вид,4226734,5,1,0,0,0,1,0
972,прекрасно спасибо,4226718,5,1,0,0,0,0,0
973,спасибо вс быстро устранить,4226706,5,1,0,0,0,1,0
974,здорово подсказать догадаться,4226692,5,1,0,0,0,0,0
975,спасибо куприянов ия,4226652,5,1,0,0,1,0,0
976,большой спасибо,4226642,5,1,0,0,0,0,0
977,спасибо большой специалист ук который небезразличный спасибо куприянов ия,4226636,5,1,0,0,1,0,0
978,большойпалецвверхбольшойпалецвверхбольшойпалецвверхий,4226500,5,1,0,0,0,0,0
979,сам устранить,4226465,5,0,1,0,0,0,0
980,быстро исправить причина шум щиток спасибо оперативность,4226443,5,1,0,0,0,1,0
981,спасибо большой разъяснениятеперить ясно понятно,4226268,5,1,0,0,0,0,1
982,оперативно отреагировать быстро сделать спасибо,4226175,5,1,0,0,0,1,0
983,спасибосказать пожалуйстан андроид откуда скачать данный приложение получаетсяпишетчтый поддерживаться,4226089,5,0,1,0,0,0,0
984,спасибо скорость работа большойпалецвверхий,4225989,5,0,0,0,0,1,0
985,стул привезти зеркало,4225811,5,0,1,0,0,0,0
986,сантехник пришлый вс сделать,4225753,5,1,0,0,0,0,0
987,спасибо александр оперативно выполнить очень внимательно уважительно исполнить заказ,4225724,5,1,0,1,1,0,0
988,спасибо алоесердце,4225658,5,1,0,0,0,0,0
989,спасибо ждать перерасчёт,4225635,5,1,0,0,0,0,0
990,очень оперативно решить вопрос спасибо,4225626,5,1,0,0,0,1,0
991,оперативно,4225624,5,0,0,0,0,1,0
992,красавчег,4225575,5,1,0,0,0,0,0
993,спасибо устранить,4225435,5,1,0,0,0,0,0
994,отлично спасибо,4225323,5,1,0,0,0,0,0
995,прислать очень оперативно,4225170,5,0,0,0,0,1,0
996,сам устранить,4225103,5,0,1,0,0,0,0
997,отличный аккуратный специалист,4225040,5,0,0,0,1,0,0
998,вс сделать быстро качественно огромный спасибо мастер,4225032,5,1,0,1,1,1,0
999,супер мастер,4224936,5,0,0,0,1,0,0
1000,мерси,4224874,5,1,0,0,0,0,0
1001,оперативно спасибо,4224777,5,1,0,0,0,1,0
1002,спасибо большой решение вопрос,4224703,5,1,0,0,0,0,0
1003,спасибо вс исправить,4224664,5,1,0,0,0,0,0
1004,спасибо понять,4224554,5,1,0,0,0,0,0
1005,жаль первый раз звонок,4224482,5,0,1,0,0,0,0
1006,просьба очищать своевременна дожидаться заявка,4224118,5,0,1,0,0,0,0
1007,мастер отключить колонка оповещение сеть пищать перестать оповещать,4224033,5,0,1,0,0,0,0
1008,наслать причина,4224005,5,1,0,0,0,0,0
1009,оперативно удобно,4223977,5,0,0,1,0,1,0
1010,отлично выявить проблема,4223959,5,1,0,0,0,0,0
1011,спасибо большой вс очень оперативно приятно слышать понимать добрый,4223869,5,1,0,0,0,0,0
1012,ночь стоять палета стеллаж подъезд,4223859,5,0,1,0,0,0,0
1013,ответ вопрос,4223800,5,0,1,0,0,0,0
1014,благодарить,4223719,5,1,0,0,0,0,0
1015,сантехник прийти день обращение вопрос решить место спасибо оперативность,4223661,5,1,0,0,0,1,0
1016,быстро спасибо,4223587,5,1,0,0,0,1,0
1017,оперативно заменить опломбировать спасибо,4223388,5,1,0,0,0,1,0
1018,классно,4223285,5,1,0,0,0,0,0
1019,ремонтный работа дать заявка выполнить полный объём краткий срок,4223272,5,1,0,1,0,0,0
1020,вс сделать быстро,4223241,5,1,0,0,0,1,0
1021,нужно присутствовать съём контрольный показание счётчик коридор возможно вызов выход день,4223153,5,0,1,0,0,0,0
1022,быстро оперативно помочь решить вопрос,4223142,5,0,0,1,0,1,0
1023,спасибо быстро освободить,4223029,5,1,0,0,0,1,0
1024,электрик смочь настроить свет коридор удалённый помощь отключение электричество квартира правда снова отвалиться интернет снова пятница прийти монтажник настраивать роутер прошлое посещение монтажник свет коридор закончиться,4222957,5,0,1,0,0,0,0
1025,спасибо,4222905,5,1,0,0,0,0,0
1026,тяпляп ладный везде,4222777,5,0,1,0,0,0,0
1027,спасибо видеть счётчик приложение,4222690,5,1,0,0,0,0,0
1028,сергей настоящий профи чётко дело очень рада именно достаться наш заявка спасибо,4222643,5,1,0,0,1,0,0
1029,очень вежливый контактный мастер положительный впечатление подход работа выполнение,4222607,5,1,0,0,1,0,0
1030,заявка подавать подвал это автоматически,4222565,5,0,1,0,0,0,0
1031,профессионал решить,4222446,5,1,0,1,1,0,0
1032,спасибо мастер работа,4222362,5,1,0,0,0,0,0
1033,сантехник андрей качественно выполнить работа,4222340,5,1,0,0,1,0,1
1034,быстрый решение спасибо руслана,4222299,5,1,0,0,1,0,0
1035,вс отлично решить вс,4222276,5,1,0,0,0,0,0
1036,вписать ещ человек,4222274,5,0,1,0,0,0,0
1037,спасибо быстрый решение,4222082,5,1,0,0,0,1,0
1038,спасибо большой помощь,4222023,5,1,0,0,0,0,0
1039,спасибо большой слегкаулыбаетсябольшойпалецвверхбольшойпалецвверхбольшойпалецвверхий,4221960,5,1,0,0,0,0,0
1040,очень часто ломаться,4221927,5,0,1,0,0,0,0
1041,спасибо очень быстро решить вопрос заявка,4221917,5,1,0,0,0,1,0
1042,посмотреть прайс услуга ваш электрик инкогнито цена который озвучивать,4221772,5,0,1,0,0,0,0
1043,делать родитель говорить прийти гость лифт постоянно работать,4221569,5,0,1,0,0,0,0
1044,делать далёкий постоянно лифт выходить строй,4221567,5,0,1,0,0,0,0
1045,давать уд чинить грузовой лифт отключить чинить очередь га лифт пассажирский лифт ломаться день делать,4221565,5,0,1,0,0,0,0
1046,супер спасибо,4221478,5,1,0,0,0,0,0
1047,быстро отреагировать,4221447,5,1,0,0,0,0,0
1048,снять один звезда молчаливый закрытие заявка действительно прийти домой свет,4221334,5,1,0,0,0,0,0
1049,отображаться счёт оплата,4221099,5,0,1,0,0,0,0
1050,большой спасибо починить очень оперативно,4221077,5,1,0,0,0,1,0
1051,отлично спасибо,4220907,5,1,0,0,0,0,0
1052,очень оперативно,4220888,5,0,0,0,0,1,0
1053,благодарить ростислав быстро качественно заменить резинка манжета стиральный машина,4220856,5,1,0,0,1,0,0
1054,прекрасный мастер оперативно решить благодарить,4220642,5,1,0,1,0,1,0
1055,спасибо быстрый реагирование,4220586,5,0,0,0,0,1,0
1056,здравствуйте видный оплата платить реквизит,4220445,5,0,1,0,0,0,0
1057,спасибо оперативность быстрый обратный связь,4220372,5,0,0,0,0,1,0
1058,сегодня обед быть дать адрпес просить электрика связаться я,4220321,5,0,1,0,0,0,0
1059,быстро оперативно сотрудник прибыть таймер спасибо,4220220,5,0,0,0,0,1,0
1060,долго ехать сигнализация орало несколько час невозможно нормально работать жить ухо перерыв несколько час голосить сигнализация,4220012,5,0,1,0,0,0,0
1061,благодарить вопрос оперативно решить,4219996,5,1,0,0,0,1,0
1062,оперативно качественно,4219798,5,0,0,1,0,1,0
1063,чётко сделать,4219789,5,1,0,0,0,0,0
1064,доводчик заменить день спасибо,4219754,5,1,0,0,0,1,0
1065,счёт оплатить квитанция выслать чат,4219646,5,0,1,0,0,0,0
1066,оперативно исправить,4219625,5,1,0,0,0,0,0
1067,спасибо мастер починить вс быстро профессионально поставить новый доводчик дверь закрываться теплопотеря,4219518,5,1,0,0,1,0,1
1068,спасибо оперативный ответ,4219512,5,1,0,1,0,0,0
1069,спасибо большой услышать убрать возле мусортеперь рядом банк бросать быть человек мусор,4219489,5,1,0,0,0,0,0
1070,оперативность спасибо большой,4219427,5,1,0,0,0,1,0
1071,огромный спасибо специалист,4219422,5,1,0,0,1,0,0
1072,электрик отлично объяснить помочь устранить проблема очень профессионально молодец,4219378,5,1,0,1,1,0,0
1073,фото место подтверждать работа выполнить главное выполнить оперативно,4219364,5,1,0,0,0,0,0
1074,удобный сразу дать ссылка название раздел заявка оформить приложение очень неудобно искать подать заявка чрт нога сломить,4219359,5,0,1,0,0,0,0
1075,вс отлично,4219330,5,1,0,0,0,0,0
1076,спасибо оперативно получить электронный почта,4219271,5,0,0,0,0,1,0
1077,благодарить быстрый ответ,4219270,5,0,0,1,0,1,0
1078,большой спасибо оперативный работа,4219268,5,0,0,0,0,1,0
1079,ошибка,4219232,5,0,1,0,0,0,0
1080,оперативно большой спасибо,4219218,5,0,0,0,0,1,0
1081,зеркало подключить проводка поить замена прошлый год делать известно завести новый заявка замена зеркало,4219139,5,0,1,0,0,0,0
1082,очень оперативно спасибо большой,4219067,5,1,0,1,0,1,0
1083,просить перенести урна подъезд человек собоазный поставить туда свой бытовой мусор,4218988,5,0,1,0,0,0,0
1084,электрик справиться проблема минута молодец,4218908,5,1,0,0,1,1,0
1085,очень оперативно решить проблема восстановить освещение холл,4218859,5,1,0,1,0,1,0
1086,большой спасибо быстро исправить,4218817,5,1,0,0,0,1,0
1087,лифт работать,4218759,5,1,0,0,0,0,0
1088,большой спасибо очень быстро исправить,4218754,5,1,0,0,0,1,0
1089,ответ получить вопрос два второй вопрос просто проигнорировать,4218747,5,0,1,0,0,0,0
1090,замечательный сантехник который правда помогаеточень приятный воспитанный мужчина,4218724,5,1,0,1,1,0,0
1091,спасибо вс работать,4218607,5,1,0,0,0,0,0
1092,выполнить писать х подобный бардак ук пригород видеть впервые,4218476,5,0,1,0,0,0,0
1093,спасибо большой электрик сложенныерук,4218453,5,1,0,0,1,0,0
1094,сделанно аккуратноторчатый резинка,4218409,5,0,1,0,0,0,0
1095,подача тепло возобновиться короткий срок,4218310,5,1,0,0,0,1,0
1096,благодарить оперативность проведнный работа,4218282,5,0,0,0,0,1,0
1097,прогресс,4218253,5,1,0,0,0,0,0
1098,,4218217,5,1,0,0,0,0,0
1099,оперативно провести консультация проблема устранить огромный спасибо,4218135,5,1,0,0,0,1,0
1100,спасибо большой оперативно устранить течь стояк ванная,4218027,5,1,0,0,0,1,0
1101,сумма который должный заплатить коммунальный услуга сохраниться рубль дать сумма уменьшиться перенести рублейя,4218008,5,0,1,0,0,0,0
1102,акт выполнить работа должный предоставитьремонт делать сам,4218004,5,0,1,0,0,0,0
1103,спасибо огромный,4217998,5,1,0,0,0,0,0
1104,звонить сообщить нужный перерасчёт декабрь пройти оплата сумма оплата,4217911,5,0,1,0,0,0,0
1105,спасибо оперативность алоесердце,4217792,5,1,0,0,0,0,0
1106,спасибо быстрый реакция решение проблема,4217635,5,1,0,1,0,1,0
1107,быстро отреагировать спасибо,4217631,5,1,0,0,0,1,0
1108,фото акт скинуть,4217568,5,0,1,0,0,0,0
1109,спасибо валерий сделать маленький минус долго идти течь сильный час думать это проблема обработка заявка сразу передать принять внимание плохо прямой аварийный телефон непосредственно живить рыбацкий звонить десятый рука,4217525,5,0,1,0,0,0,0
1110,отлично весь сервис исполняться чтко быстро,4217490,5,1,0,1,0,1,0
1111,очень отзывчивый профи свой дело,4217486,5,0,0,0,1,0,0
1112,очень удобный сервис пока ещ выяснять,4217417,5,0,0,1,0,0,1
1113,ноябрь оплата мочь выслать подтверждать документ,4217383,5,0,1,0,0,0,0
1114,спасибо игорь,4217322,5,1,0,0,1,0,0
1115,спасибо большой сделать отлично,4217286,5,1,0,0,0,0,0
1116,супер быстро,4217169,5,0,0,0,0,1,0
1117,вс убрать спасибо,4217145,5,1,0,0,0,0,0
1118,качественнобыстро,4217093,5,0,0,1,0,1,0
1119,установить быстро спасибо,4216980,5,1,0,1,0,1,0
1120,отлично спасибо,4216923,5,1,0,0,0,0,0
1121,спасибо быстро починить дверь,4216813,5,1,0,0,0,1,0
1122,очень понравиться работа игорь,4216758,5,1,0,1,1,0,0
1123,отлично быстро отреагировать вс работать,4216642,5,1,0,0,0,1,0
1124,сделать спасибо,4216360,5,1,0,0,0,0,0
1125,заявка выполнить грязь дорога,4216283,5,0,1,0,0,0,0
1126,электрик молодец,4216224,5,0,0,0,1,0,0
1127,спасибо техника дмитрий помощь,4216172,5,0,0,1,1,0,0
1128,выражать огромный благодарность мастер электрик проделать работа профессионал свой дело щепетильный проверить возможный вариант неполадка найти устранить причина замыкание большой спасибо,4216104,5,1,0,1,1,0,0
1129,молодцыаплодисмент,4216101,5,1,0,0,0,0,0
1130,отрегулировать оперативно вопрос решн очень дорого регулировка равный половина стоимость регулятор давление вода,4216092,5,0,1,0,0,0,0
1131,спасибо оперативность сотрудник устранить проблема,4215839,5,1,0,0,0,0,1
1132,спасибо значит гулом труба бороться действительно стать тихо проблема возникнуть заявка,4215769,5,1,0,0,0,0,0
1133,потрясать сантехник спасибо улыбаться,4215754,5,1,0,0,1,0,0
1134,отлично спасибо,4215748,5,1,0,0,0,0,0
1135,отлично спасибо,4215736,5,1,0,0,0,0,0
1136,спасибо оперативно починить большойпалецвверхий,4215731,5,1,0,0,0,1,0
1137,спасибо работать вчерашний день,4215665,5,0,1,0,0,0,0
1138,спасибо прекрасный,4215603,5,1,0,0,0,0,0
1139,спасибо,4215573,5,1,0,0,0,0,0
1140,спасибо инженер быстро оперативно работать ктоть компания ответственный человек,4215565,5,1,0,0,1,0,0
1141,личный кабинет указать верный счётчик неверный показание,4215449,5,0,1,0,0,0,0
1142,выдать александр премия,4215446,5,1,0,0,1,0,1
1143,большой спасибо оперативно подклый электричество,4215416,5,1,0,0,0,1,0
1144,молодец спасибо,4215394,5,1,0,0,0,0,0
1145,причина срабатывание пожарный сигнализация курение квартира регулярно слышать запах сигарета который проникать квартира вентиляция,4215184,5,0,1,0,0,0,0
1146,спасибо игорь,4215167,5,1,0,0,1,0,0
1147,супер оперативно спасибо,4215126,5,1,0,0,0,1,0
1148,отлично оперативно спасибо,4215074,5,1,0,0,0,1,0
1149,откликнуться быстро оперативно,4215062,5,0,0,0,0,1,0
1150,вс нормебольшойпалецвверхий,4215045,5,1,0,0,0,0,0
1151,спасибо оперативный реагирование,4215012,5,0,0,0,0,1,0
1152,спасибочтый стараться исправить быстроно увы,4214866,5,0,1,0,0,0,0
1153,устранить спасибо,4214790,5,1,0,0,0,0,0
1154,благодарить устранить проблема,4214752,5,1,0,0,0,0,0
1155,прислать очень быстро,4214749,5,0,0,0,0,1,0
1156,спасибо ответ предоставить оперативно рукопожатие,4214634,5,0,0,0,0,1,1
1157,работа выполнить быстро проблема решить,4214606,5,1,0,0,0,1,0
1158,общий корридора площадка этаж убранбыть камера видеонаблюдение,4214605,5,0,1,0,0,0,0
1159,спасибо исправление,4214518,5,1,0,0,0,0,0
1160,быстро оформить заявка быстро прислать сантехник,4214480,5,0,0,1,0,1,0
1161,огромный спасибо мастер профессионализм,4214387,5,1,0,0,1,0,0
1162,быстро выполнить заявка,4214336,5,0,0,0,0,1,0
1163,очень быстро очень приятный человек,4214193,5,1,0,0,1,1,0
1164,отлично большойпалецвверхий,4214130,5,1,0,0,0,0,0
1165,отреагировать быстро устранить неисправность,4214096,5,1,0,0,0,1,0
1166,фасад очистить виновник искать стать,4214081,5,0,1,0,0,0,0
1167,очень благодарный компетентный сотрудник грамотный разъяснение мой вопрос,4213959,5,1,0,0,1,0,1
1168,исправить спасибо,4213825,5,1,0,0,0,0,0
1169,спасибо чётко быстро,4213810,5,1,0,0,0,0,0
1170,отзывчивый девочкирешить проблема быстроочень довольный,4213768,5,1,0,0,1,1,0
1171,огромный спасибо молниеносный решение проблема,4213725,5,1,0,0,0,0,0
1172,пломба сорвать шкаф распашка прошлый шланг украсть,4213715,5,0,1,0,0,0,0
1173,ольга парковка достроить,4213696,5,0,1,0,0,0,0
1174,девочка просто молодец,4213590,5,0,0,0,1,0,0
1175,очень оперативно спасибо,4213558,5,0,0,0,0,1,0
1176,алоесердцеалоесердцеалоесердце жить долго пока хороший ук спасибо быстрый регирование проблема хороший день,4213476,5,0,0,0,0,1,0
1177,ребята молодец спасибо огромный устранить сложенныерук,4213472,5,0,0,1,1,0,0
1178,проблема повторяться очень часто вопрос решаться устраняться причина остановка лифт практически каждый день ездить лифт небезопасно,4213443,5,0,1,0,0,0,0
1179,выяснить причина прийти отличный мастер сделать минута жестсердце,4213414,5,0,0,0,1,1,0
1180,время пройти момент обращение,4213295,5,1,0,0,0,0,0
1181,отличный мастер плюс,4213243,5,0,0,0,1,0,0
1182,супруг ребёнок сосед зашлитак свет спасибо,4213235,5,0,1,0,0,0,0
1183,починить,4213156,5,1,0,0,0,0,0
1184,ясно большойпалецвверхий,4213024,5,1,0,0,0,0,0
1185,понятно,4213020,5,1,0,0,0,0,0
1186,прийти очень хороший мужчина объяснить нужно сделать,4213012,5,0,0,0,1,0,0
1187,перевести окно зимний режим дуть стать немного маленький перестать составить акт сказать передать застройщик,4213001,5,0,1,0,0,0,0
1188,выполнить благодарить оперативность большойпалецвверхий,4212816,5,0,0,0,0,1,0
1189,здравствуйте услышать специалист проблема решить теч ой минута срасибо,4212739,5,0,0,0,1,1,0
1190,очень профессиональный компетентный сотрудник вежливый грамотный помочь решить вопрос заявка,4212726,5,0,0,0,1,0,0
1191,квартира никто проживать счтчик электроэнергия квартира отключн находиться друг регион возможность разобраться утречком электроэнергия просьба подробный помочь разобраться решение проблема,4212598,5,0,1,0,0,0,0
1192,я никто связаться никто снять показание,4212517,5,0,1,0,0,0,0
1193,быстро исправить,4212421,5,0,0,0,0,1,0
1194,никто приходить,4212044,5,0,1,0,0,0,0
1195,спасибо большой специалист,4212028,5,0,0,0,1,0,0
1196,отличный мастер благодарить выполнить работа,4212014,5,0,0,0,1,0,0
1197,очень хороший мастер знать свой дело,4211865,5,0,0,0,1,0,0
1198,отличный мастерприехать быстробольшойпалецвверхрукопожатие,4211827,5,1,0,0,1,1,0
1199,супер спасибо,4211689,5,1,0,0,0,0,1
1200,огромный спасибо,4211682,5,1,0,0,0,0,1
1201,быстро вс починилиспасибо,4211650,5,1,0,0,0,1,0
1202,благодарить оперативный выполнение заявка приятно удивлна момент подача заявка выход мастер пройти менее минута точка держать спасибо,4211602,5,1,0,0,0,1,0
1203,спасибо быстро качественно,4211521,5,1,0,0,0,1,0
1204,мастер пришелустановить доводчикбыть доброжелательный спасибо,4211396,5,1,0,0,1,0,0
1205,спасибо устранить течь ещ приятный прийтись ругаться особенно сантехник ждать сутки пока отключить вода начать чтоть предпринимать,4211341,5,1,0,0,0,0,0
1206,оперативный решение вопрос,4211306,5,1,0,0,0,1,0
1207,выполнить работа совесть надеяться проблема далёкий возникнуть,4211280,5,1,0,0,0,0,0
1208,мастер очень быстро прийти включить электричество большойпалецвверхоченьсветлыйтонкожа,4211152,5,1,0,0,1,0,1
1209,отлично татьяна большой спасибо оперативно помочь решить проблема,4210961,5,1,0,0,1,1,1
1210,проблема пока решить рано оценивать,4210956,5,0,1,0,0,0,0
1211,сергей самый адекватный сантехник наш жк спасибо,4210858,5,1,0,0,1,0,0
1212,спасибо очень быстро,4210800,5,1,0,0,0,1,0
1213,благодарить оперативность,4210713,5,1,0,0,0,1,0
1214,ждать справка отсутствие задолженность показание счтчик передать,4210458,5,0,1,0,0,0,0
1215,вс замечательный,4210386,5,1,0,0,0,0,1
1216,отлично быстро,4210358,5,1,0,0,0,1,0
1217,спасибо большой супер,4210298,5,1,0,0,0,0,1
1218,валерий куликов добрый день павел артёмович лишний счтчик приложение убрать показание фото внести дать неверный счтчик снова отобразиться просить создать новый заявка направить служба поддержка отображаться лишний счтчик,4210256,5,0,1,0,0,0,0
1219,спасибо елена,4210201,5,1,0,0,0,0,0
1220,огромный спасибо антон проделать работа чётко аккуратно выписать сотрудник премия ответственный отношение работа,4210181,5,1,0,0,1,0,1
1221,спасибо вс понять,4210106,5,1,0,0,0,0,0
1222,окбольшойпалецвверхий,4210071,5,1,0,0,0,0,0
1223,понимать оплачивать коммунальный собственник мама лплачивать счёт сын свой возможно личный кабинет подключить квартира садовый это необходимо оплата счёт фамилия разный какой образ получать счёт,4210062,5,0,1,0,0,0,0
1224,умница,4209893,5,1,0,0,1,0,0
1225,спасибо большой ребята сделать посмотреть дальнейший вести труба отлично,4209886,5,1,0,0,1,0,1
1226,быстро качественно спасибо большой,4209869,5,1,0,1,1,1,1
1227,очень хороший сотрудник помочь установить приложение ключ объяснить работать приложение сделать ключ доброжелательный отношение вс оперативно,4209867,5,1,0,0,1,1,0
1228,здравствуйте забыть править водоснобжение,4209841,5,0,1,0,0,0,0
1229,спасибо большой очень оперативно решить вопрос,4209833,5,1,0,0,0,1,0
1230,вода течь горячий спасибо,4209775,5,1,0,0,0,0,1
1231,благодарить спасибо,4209725,5,1,0,0,0,0,0
1232,спасибо работать жаль медленно отрабатываться платный заявка размышлять,4209715,5,1,0,0,0,0,0
1233,отлично,4209657,5,1,0,0,0,0,0
1234,нужный информация именно суммуть задолженность знать,4209601,5,0,1,0,0,0,0
1235,спасибо оперативностьширокоулыбаться,4209532,5,1,0,0,0,1,0
1236,устранить некачественно сказать сам розетка мешаться панель замена речь идти,4209446,5,1,0,0,0,0,0
1237,добрый день спасибо надеяться конус легко сдвинуть сфера,4209346,5,1,0,0,0,0,0
1238,заявка решаться вопрос батарея стать горячий,4209170,5,1,0,0,0,0,0
1239,большой спасибо оперативно решить проблема,4209040,5,1,0,0,0,1,0
1240,шикарный сантехник спасибо мина заявка пришелсраза понять причина устранить зона ответственностиобъяснить сделать сам,4209036,5,1,0,0,1,0,0
1241,сантехник отреагировать быстро данный момент устранить,4208969,5,1,0,0,0,1,1
1242,,4208769,5,0,1,0,0,0,0
1243,молодец быстро,4208759,5,1,0,0,0,1,0
1244,выражать огромный благодарность оперативность понимание возможность решить вопрос дистанционный путм,4208733,5,1,0,1,1,1,1
1245,тамбурный дверь правильно отрегулировать дверь хлопать закрывание,4208729,5,1,0,0,0,0,0
1246,гарантийный период водопроводный система который зашить внутри стена,4208679,5,0,1,0,0,0,0
1247,спасибо оперативность,4208649,5,1,0,0,0,1,0
1248,протечка фото видеть место мокрый момент приход сантехника капать найти место теча вроде говорить удаться найти тот этаж,4208580,5,0,1,0,0,0,0
1249,быстро результативно спасибо,4208540,5,1,0,0,0,1,1
1250,существо оперативно молодец,4208432,5,1,0,0,0,1,1
1251,большой спасибо какой молодец,4208370,5,1,0,0,0,0,1
1252,огромный спасибо помощь сложенныерук,4208330,5,1,0,0,0,0,1
1253,спасибо вс сделать быстро оперативно,4208316,5,1,0,0,0,1,1
1254,батарея холодныев течение час решить вопрос,4208301,5,1,0,0,0,0,0
1255,вопрос зарегистрировать квартира почему квитанция оплата жкх стоить колвый зарегистрировать прописать г,4208267,5,0,1,0,0,0,0
1256,спасибо менеджер алина помощь решение заявка,4208199,5,1,0,1,0,1,0
1257,спасибо оперативно,4208089,5,1,0,0,0,1,0
1258,спасибо выполнить быстро,4208073,5,1,0,0,0,1,0
1259,отличноспасибо,4207921,5,1,0,0,0,0,0
1260,отлично молодец,4207851,5,1,0,0,0,0,1
1261,мария добрый утро абсолютно этаж отмыть химия работать это видно фото отсутствовать запах прошлый администратор действительно отмывать запах химия плитка небольшой белый пятно развод такой ощущение снова помыть пола грязный тряпка вода просить всетаки разобраться сложиться ситуация,4207819,5,0,1,0,0,0,0
1262,пройти вежливый молодой человек вс сделать объяснить спасибо,4207809,5,1,0,0,1,0,1
1263,оперативно устранить дефект,4207774,5,1,0,0,0,1,1
1264,проблема решить указать эл почта скинуть чек оплата декабрь,4207439,5,0,1,0,0,0,0
1265,ответ,4207370,5,0,1,0,0,0,0
1266,спасибо очень оперативно,4207285,5,1,0,0,0,1,0
1267,подсказать пожалуйста скинуть акт выполнение поверкичтоб приложение отображаться информациячтый поверка провести,4207229,5,0,1,0,0,0,0
1268,спасибо интересно лифт,4207205,5,1,0,0,0,0,0
1269,отличный представитель рассказать подсказалбольшойпалецвверхсветлыйтонкожа,4207142,5,1,0,0,1,0,1
1270,включить лифт быстро надоесть это наблюдать каждый день,4207006,5,1,0,0,0,1,0
1271,отлично спасибо большой большойпалецвверхий,4206882,5,1,0,0,0,0,1
1272,спасибо забрать,4206862,5,1,0,0,0,0,0
1273,лифт работаести довольный,4206420,5,1,0,0,0,0,1
1274,быстро перезвонить вопрос решить,4206375,5,1,0,0,0,1,0
1275,повод уборка этаж знать убирать среда проблема уборка этаж спасибо ваш работа,4206278,5,1,0,0,0,0,0
1276,спасибо починить,4206272,5,1,0,0,0,0,0
1277,спасибо сделать очень благодарный оперативность,4206264,5,1,0,0,0,1,0
1278,великолепно электрик прийти быстро сделать,4206233,5,1,0,0,0,1,1
1279,сам ходить перекрывать вода сосед иначе накапать прилично пытаться достучаться итог открыть сантехник звонок ук,4205971,5,1,0,0,0,0,0
1280,спасибо оперативность ключ получить,4205925,5,1,0,0,0,1,0
1281,очень оперативно,4205844,5,1,0,0,0,1,0
1282,молодец оперативно вс починить,4205767,5,1,0,0,0,1,1
1283,спасибо организованность,4205755,5,1,0,0,0,0,1
1284,очень быстро оперативно спасибо,4205747,5,1,0,0,0,1,0
1285,вс быстро качественно вежливый,4205686,5,1,0,1,1,1,1
1286,мастер прийти очень оперативно спасибо,4205657,5,1,0,0,0,1,0
1287,приложение попрежний человек сергей александров,4205652,5,0,1,0,0,0,0
1288,спасибо большой юрий оперативно позвонить проконсультировать решить проблема большойпалецвверхсреднийтонкожа спасибо,4205610,5,1,0,1,1,1,1
1289,отлично быстро наджный,4205558,5,1,0,0,0,1,1
1290,быстрый реагирование,4205497,5,1,0,0,0,1,0
1291,слишком часто ломаться лифт,4205457,5,0,1,0,0,0,0
1292,оперативно ещ настроить хлопать дверь,4205393,5,1,0,0,0,1,0
1293,проблема устранить,4205356,5,0,1,0,0,0,0
1294,дата заключение договор,4205339,5,1,0,0,0,0,0
1295,спасибо снова чисто,4205335,5,1,0,0,0,0,0
1296,огромный спасибо,4205232,5,1,0,0,0,0,1
1297,долго,4205196,5,1,0,0,0,0,0
1298,замена счтчик нужно пломбировкп счтчик первичка нужный,4204883,5,0,1,0,0,0,0
